batch_id,case_id,route_id,step,facing,region,left_node,right_node,left_anchor_body,right_anchor_body,left_anchor_observer,right_anchor_observer,edge_kind,left_action,right_action,edge_model_status,provenance
solver-review-001,solver-review-001-15,low-reel-route-5b5b576a,11,180,target,R a down,L a up,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
solver-review-001,solver-review-001-15,low-reel-route-5b5b576a,12,180,target,C b up,C b down,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,,,,,
solver-review-001,solver-review-001-16,low-reel-route-66bde380,0,0,source,C a up,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,1,0,source,C a down,C a up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,2,0,source,L b up,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,3,0,source,L b down,L b up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,4,0,source,C a up,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,body-turn,cross,cross,valid,turn-topology:right:left-cross:right-cross
solver-review-001,solver-review-001-16,low-reel-route-66bde380,5,180,turn-target,C b down,L a up,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,reel-continuation,reel-continuation,reel-continuation,valid,low-non-native:low-non-native:same-ccw:2@3->0
solver-review-001,solver-review-001-16,low-reel-route-66bde380,6,180,recovery,R a up,C b down,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,reel-continuation,reel-continuation,reel-continuation,valid,low-non-native:low-non-native:same-ccw:2@0->1
solver-review-001,solver-review-001-16,low-reel-route-66bde380,7,180,recovery,R a down,C b up,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,circle-extension,circle-extension,reel-continuation,unresolved,generated:left:same-anchor-circle-extension; low-back:low-non-native:same-ccw:0@3->0; low-back:low-non-native:same-ccw:2@1->2; low-native:low-non-native:same-ccw:1@0->1; low-native:low-non-native:same-ccw:3@2->3; low-non-native:low-non-native:same-ccw:0@3->0; low-non-native:low-non-native:same-ccw:2@1->2
solver-review-001,solver-review-001-16,low-reel-route-66bde380,8,180,target,R a up,L a down,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,9,180,target,R a down,L a up,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,10,180,target,C b up,C b down,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,11,180,target,C b down,C b up,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
solver-review-001,solver-review-001-16,low-reel-route-66bde380,12,180,target,R a up,L a down,0.500 -0.350,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,,,,,
