batch_id,case_id,route_id,step,facing,region,left_node,right_node,left_anchor_body,right_anchor_body,left_anchor_observer,right_anchor_observer,edge_kind,left_action,right_action,edge_model_status,provenance
low-weave-opposite-review-001,low-weave-opposite-review-001-12,low-reel-route-164f675d,7,180,target,L a down,C b down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-12,low-reel-route-164f675d,8,180,target,L a up,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-12,low-reel-route-164f675d,9,180,target,C b down,L a down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,,,,,
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,0,0,source,L b up,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,1,0,source,L b down,L b up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,2,0,source,C a up,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,3,0,source,C a down,C a up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,4,0,source,L b up,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,body-turn,hold,cross,valid,turn-topology:left:left-hold:right-cross
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,5,180,target,C b down,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,6,180,target,C b up,L a down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,7,180,target,L a down,C b up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,8,180,target,L a up,C b down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-13,low-reel-route-f93682a4,9,180,target,C b down,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,,,,,
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,0,0,source,C a up,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,1,0,source,C a down,C a up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,2,0,source,L b up,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,3,0,source,L b down,L b up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,4,0,source,C a up,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,body-turn,cross,hold,valid,turn-topology:right:left-cross:right-hold
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,5,180,target,C b down,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,6,180,target,C b up,L a down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,7,180,target,L a down,C b up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,8,180,target,L a up,C b down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-14,low-reel-route-964b99d4,9,180,target,C b down,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,,,,,
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,0,0,source,L b down,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,1,0,source,C a up,L b up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,2,0,source,C a down,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,3,0,source,L b up,C a up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,4,0,source,L b down,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,body-turn,hold,cross,valid,turn-topology:left:left-hold:right-cross
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,5,180,target,C b up,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,6,180,target,L a down,L a down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,7,180,target,L a up,C b up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,8,180,target,C b down,C b down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-15,low-reel-route-54c226aa,9,180,target,C b up,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,,,,,
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,0,0,source,C a down,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,1,0,source,L b up,C a up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,2,0,source,L b down,L b down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,3,0,source,C a up,L b up,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,source-cycle,reel-continuation,reel-continuation,valid,source-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,4,0,source,C a down,C a down,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,-0.500 -0.350,body-turn,hold,cross,valid,turn-topology:right:left-hold:right-cross
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,5,180,target,L a up,C b up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,6,180,target,C b down,C b down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,7,180,target,C b up,L a up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,8,180,target,L a down,L a down,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,target-cycle,reel-continuation,reel-continuation,valid,target-cycle
low-weave-opposite-review-001,low-weave-opposite-review-001-16,low-reel-route-4dff867e,9,180,target,L a up,C b up,-0.500 -0.350,-0.500 -0.350,0.500 -0.350,0.500 -0.350,,,,,
